E0000046|A-1|A1|
E0424839|velo-cardio-facial syndrome|velocardiofacial syndrome|
E0424841|two celled|two-celled|
E0424842|single celled|single-celled|
E0424843|multi-celled|multicelled|
E0424845|giant celled|giant-celled|
E0424847|one celled|one-celled|
E0424848|small celled|small-celled|
E0424849|clear celled|clear-celled|
E0424850|spindle celled|spindle-celled|
E0424851|four celled|four-celled|
E0424852|centro-parietal|centroparietal|
E0424853|centro-parietally|centroparietally|
E0424854|centro-temporal|centrotemporal|
E0424855|centro-temporally|centrotemporally|
E0424857|centro-symmetric|centrosymmetric|
E0424858|centro-symmetrical|centrosymmetrical|
E0424859|centro-symmetrically|centrosymmetrically|
E0424880|colo-anal|coloanal|
E0424881|colo-colonic|colocolonic|
E0424885|colono-ileoscopy|colonoileoscopy|
E0424892|co-management|comanagement|
E0424893|co-manage|comanage|
E0424904|conc.|conc|
E0424905|conc.|conc|
E0424960|haematoporphyria congenita|hematoporphyria congenita|
E0424976|conodipine-M|conodipine M|
E0424979|cono-ventricular|conoventricular|
E0424997|cont.|cont|
E0424998|cont.|cont|
E0425015|contra-luminal|contraluminal|
E0425016|contra-lesional|contralesional|
E0425017|contra-inflammatory|contrainflammatory|
E0425020|co-oxidation|cooxidation|
E0425021|co-oxidise|cooxidize|
E0425021|co-oxidize|cooxidize|
E0425021|cooxidise|cooxidize|
E0425022|co-partition|copartition|
E0425023|co-perfuse|coperfuse|
E0425026|co-planar|coplanar|
E0425034|copro-antigen|coproantigen|
E0425035|copro-culture|coproculture|
E0425038|copro eosinophil cationic protein|copro-eosinophil cationic protein|
E0425039|copro'gen|COPRO'gen|
E0425040|co-production|coproduction|
E0425041|co-produce|coproduce|
E0425042|copyback|copy-back|
E0425045|ECorL|EcorL|
E0425047|cord-like|cordlike|
E0425048|co-receptor|coreceptor|
E0425049|co-regulator|coregulator|
E0425053|co-resistant|coresistant|
E0425054|co-resistance|coresistance|
E0425065|colonisation factor antigen|colonization factor antigen|
E0425076|cortico-cortical|corticocortical|
E0425078|adrenal corticosteroid poisoning|adrenal cortico-steroid poisoning|
E0425079|thalamocorticothalamic loop|thalamo-cortico-thalamic loop|
E0425080|thalamocorticothalamic|thalamo-cortico-thalamic|
E0425081|corticothalamocortical loop|cortico-thalamo-cortical loop|
E0425082|corticothalamocortical|cortico-thalamo-cortical|
E0425083|cortico-subcortical|corticosubcortical|
E0425084|cortico-motoneuronal|corticomotoneuronal|
E0425086|corticotubular|cortico-tubular|
E0425087|cortico-motor|corticomotor|
E0425088|cortico-hippocampal|corticohippocampal|
E0425090|cortico-sensitive|corticosensitive|
E0425091|cortico-sensitivity|corticosensitivity|
E0425092|cortico-therapy|corticotherapy|
E0425093|cortico-therapeutic|corticotherapeutic|
E0425106|co-secrete|cosecrete|
E0425108|co-sponsor|cosponsor|
E0425109|co-sponsor|cosponsor|
E0425110|co-sponsorship|cosponsorship|
E0425113|co-substrate|cosubstrate|
E0425114|co-synthesise|cosynthesize|
E0425114|co-synthesize|cosynthesize|
E0425114|cosynthesise|cosynthesize|
E0425115|co-transfer|cotransfer|
E0425116|co-transfer|cotransfer|
E0425119|co-transport|cotransport|
E0425130|counter-productive|counterproductive|
E0425131|counter-productivity|counterproductivity|
E0425132|counter-selectable|counterselectable|
E0425133|counter-transport|countertransport|
E0425134|counter-transport|countertransport|
E0425145|coxsackie endocarditis|Coxsackie endocarditis|
E0425146|Coxsackie virus A|Coxsackievirus A|
E0425146|coxsackie virus A|Coxsackievirus A|
E0425146|coxsackievirus A|Coxsackievirus A|
E0425147|coxsackie A9|Coxsackie A9|
E0425148|Coxsackie A21|coxsackie A21|
E0425149|Coxsackie A21 virus|coxsackie A21 virus|
E0425150|Coxsackie virus B|Coxsackievirus B|
E0425150|coxsackie virus B|Coxsackievirus B|
E0425150|coxsackievirus B|Coxsackievirus B|
E0425151|coxsackie B1|Coxsackie B1|
E0425152|enterovirus coxsackie B1|enterovirus Coxsackie B1|
E0425153|coxsackie myocarditis|Coxsackie myocarditis|
E0425154|coxsackie B2 virus|Coxsackie B2 virus|
E0425155|coxsackie B2|Coxsackie B2|
E0425156|Coxsackievirus B3|Coxsackie virus B3|
E0425156|coxsackie virus B3|Coxsackie virus B3|
E0425156|coxsackievirus B3|Coxsackie virus B3|
E0425157|coxsackie B3|Coxsackie B3|
E0425158|coxsackie B3 virus|Coxsackie B3 virus|
E0425159|Coxsackie virus B4|Coxsackievirus B4|
E0425159|coxsackie virus B4|Coxsackievirus B4|
E0425159|coxsackievirus B4|Coxsackievirus B4|
E0425160|coxsackie B4 virus|Coxsackie B4 virus|
E0425161|coxsackie B4|Coxsackie B4|
E0425162|coxsackie B5 virus|Coxsackie B5 virus|
E0425163|Coxsackie virus B5|Coxsackievirus B5|
E0425163|coxsackie virus B5|Coxsackievirus B5|
E0425163|coxsackievirus B5|Coxsackievirus B5|
E0425164|coxsackie B5|Coxsackie B5|
E0425165|coxsackie B6|Coxsackie B6|
E0425166|coxsackie B6 virus|Coxsackie B6 virus|
E0425167|Coxsackie virus B6|Coxsackievirus B6|
E0425167|coxsackie virus B6|Coxsackievirus B6|
E0425167|coxsackievirus B6|Coxsackievirus B6|
E0425168|Coxsackie virus P2-C|Coxsackievirus P2-C|
E0425168|Coxsackie virus P2C|Coxsackievirus P2-C|
E0425168|Coxsackievirus P2C|Coxsackievirus P2-C|
E0425168|coxsackie virus P2-C|Coxsackievirus P2-C|
E0425168|coxsackie virus P2C|Coxsackievirus P2-C|
E0425168|coxsackievirus P2-C|Coxsackievirus P2-C|
E0425168|coxsackievirus P2C|Coxsackievirus P2-C|
E0425169|Coxsackie P2C virus|Coxsackie P2-C virus|
E0425169|coxsackie P2-C virus|Coxsackie P2-C virus|
E0425169|coxsackie P2C virus|Coxsackie P2-C virus|
E0425170|Coxsackie P2-C|Coxsackie P2C|
E0425170|coxsackie P2-C|Coxsackie P2C|
E0425170|coxsackie P2C|Coxsackie P2C|
E0425171|Coxsackie virus A9|Coxsackievirus A9|
E0425171|coxsackie virus A9|Coxsackievirus A9|
E0425171|coxsackievirus A9|Coxsackievirus A9|
E0425172|Coxsackie virus A21|Coxsackievirus A21|
E0425172|coxsackie virus A21|Coxsackievirus A21|
E0425172|coxsackievirus A21|Coxsackievirus A21|
E0425173|Coxsackie virus B2|Coxsackievirus B2|
E0425173|coxsackie virus B2|Coxsackievirus B2|
E0425173|coxsackievirus B2|Coxsackievirus B2|
E0425174|coxsackie meningitis|Coxsackie meningitis|
E0425175|Coxsackie pericarditis|coxsackie pericarditis|
E0425176|coxsackie carditis|Coxsackie carditis|
E0425177|congenital Coxsackie infection|congenital coxsackie infection|
E0425178|coxsackie muscle infection|Coxsackie muscle infection|
E0425179|coxsackie viral meningitis|Coxsackie viral meningitis|
E0425180|lymphonodular Coxsackie pharyngitis|lymphonodular coxsackie pharyngitis|
E0425181|neonatal Coxsackie virus syndrome|neonatal coxsackie virus syndrome|
E0425181|neonatal Coxsackievirus syndrome|neonatal coxsackie virus syndrome|
E0425181|neonatal coxsackievirus syndrome|neonatal coxsackie virus syndrome|
E0425182|Coxsackie complement fixation test|coxsackie complement fixation test|
E0425183|coxsackie A viral meningitis|Coxsackie A viral meningitis|
E0425184|coxsackie B viral meningitis|Coxsackie B viral meningitis|
E0425185|coxsackie A24 variant virus|Coxsackie A24 variant virus|
E0425186|coxsackievirus A24 variant|Coxsackievirus A24 variant|
E0425187|coxsackievirus A24|Coxsackievirus A24|
E0425190|cranio-cervical|craniocervical|
E0425203|day care|daycare|
E0425299|cysteinesulphinate|cysteinesulfinate|
E0425305|pyelo-ureteritis cystica|pyloureteritis cystica|
E0425306|cysto-biliary|cystobiliary|
E0425307|cysto-jejunostomy|cystojejunostomy|
E0425308|cysto-jejunal|cystojejunal|
E0425309|micturating cysto-urethrography|micturating cystourethrography|
E0425311|voiding cysto-urethrography|voiding cystourethrography|
E0425313|cysto-urethrographic|cystourethrographic|
E0425314|cysto-ureteral|cystoureteral|
E0425315|cysto-enteric|cystoenteric|
E0425316|cysto-gastrostomy|cystogastrostomy|
E0425317|cysto-peritoneal|cystoperitoneal|
E0425318|cysto-peritoneal shunt|cystoperitoneal shunt|
E0425319|cysto-peritoneal shunting|cystoperitoneal shunting|
E0425323|cyto-matrix|cytomatrix|
E0425324|cyto-histological|cytohistological|
E0425327|cyto-reducing|cytoreducing|
E0425328|cyto-immunological|cytoimmunological|
E0425329|cyto-immunology|cytoimmunology|
E0425330|cyto-lethal|cytolethal|
E0425333|cyto-differentiating|cytodifferentiating|
E0425334|cyto-architecturally|cytoarchitecturally|
E0425348|dark-field|darkfield|
E0425349|de-adapt|deadapt|
E0425350|de-adaptation|deadaptation|
E0425351|de-adenylation|deadenylation|
E0425353|pentoxy resorufin-O-dealkylase|pentoxyresorufin O-dealkylase|
E0425353|pentoxyresorufin-O-dealkylase|pentoxyresorufin O-dealkylase|
E0425359|de-angulation|deangulation|
E0425436|cyclomaltooctaose|cyclomalto-octaose|
E0425468|cyclopentyl sulphamate|cyclopentyl sulfamate|
E0425522|dark-cell degeneration|dark cell degeneration|
E0425527|delayed-conditional-discrimination task|delayed conditional discrimination task|
E0425566|de-endothelialised|deendothelialized|
E0425566|de-endothelialized|deendothelialized|
E0425566|deendothelialised|deendothelialized|
E0425567|de-epithelialisation|deepithelialization|
E0425567|de-epithelialization|deepithelialization|
E0425567|deepithelialisation|deepithelialization|
E0425568|de-etiolate|deetiolate|
E0425569|de-etiolation|deetiolation|
E0425571|defeminise|defeminize|
E0425572|defeminisation|defeminization|
E0425575|deflavo-enzyme|deflavo enzyme|
E0425598|dehospitalisation|dehospitalization|
E0425665|demucosalised|demucosalized|
E0425689|dentino enamel junction|dentino-enamel junction|
E0425689|dentinoenamel junction|dentino-enamel junction|
E0425690|dentinocemental junction|dentino-cemental junction|
E0425691|dentinocemental|dentino-cemental|
E0425692|dentino enamel|dentino-enamel|
E0425692|dentinoenamel|dentino-enamel|
E0425693|dentinopulpal|dentino-pulpal|
E0425768|beta thioguanine deoxyriboside|beta-thioguanine deoxyriboside|
E0425769|beta-TGdR|beta TGdR|
E0425791|PHA-depolymerase|PHA depolymerase|
E0425793|PHB depolymerase|PHB-depolymerase|
E0425805|depression-like|depressionlike|
E0425818|dermatorespiratory|dermato-respiratory|
E0425819|dermato-physiological|dermatophysiological|
E0425820|dermato-pathology|dermatopathology|
E0425821|dermo-chondro-corneal dystrophy|dermochondrocorneal dystrophy|
E0425822|tricho-oculodermovertebral syndrome|tricho-oculo-dermo-vertebral syndrome|
E0425823|dermo-epidermal|dermoepidermal|
E0425824|dermo-plastic|dermoplastic|
E0425825|dermo-hypodermal|dermohypodermal|
E0425853|desmethoxy derivative|desmethoxy-derivative|
E0425858|desmocollin 1|desmocollin I|
E0425859|desmocollin 2|desmocollin II|
E0425860|desmocollin 3|desmocollin III|
E0425861|desmoglein I|desmoglein 1|
E0425862|desmoglein II|desmoglein 2|
E0425882|destablisation|destablization|
E0425883|destablise|destablize|
E0425884|desulphurate|desulfurate|
E0425893|dual-energy x-ray absorptiometry|dual energy x-ray absorptiometry|
E0425896|DGA|dGA|
E0425896|dga|dGA|
E0425901|deglycosylated ricin A chain|deglycosylated ricin A-chain|
E0425911|dialysed iron|dialyzed iron|
E0425919|scleroedema diabeticorum|scleredema diabeticorum|
E0425934|diacyl phosphatidylglycerol|diacylphosphatidylglycerol|
E0425970|trans-diamminedichloro platinum|trans-diamminedichloroplatinum|
E0425970|trans-diamminedichloro-platinum|trans-diamminedichloroplatinum|
E0425991|diarachidoyl phosphatidylcholine|diarachidoylphosphatidylcholine|
E0426005|preventive dental behaviour|preventive dental behavior|
E0426032|digitizer|digitiser|
E0426052|direct acting|direct-acting|
E0426052|directacting|direct-acting|
E0426059|disco-vertebral|discovertebral|
E0426066|dislipidemia|dislipidaemia|
E0426097|diarylsulphonylurea|diarylsulfonylurea|
E0426135|diazonaphthalenedisulphonic acid|diazonaphthalenedisulfonic acid|
E0426249|tripotassium dicitrato bismuthate|tripotassium-dicitrato bismuthate|
E0426290|methyl diethylthiocarbamate sulphoxide|methyl diethylthiocarbamate sulfoxide|
E0426297|methylene dimethane sulfonate|methylene dimethanesulfonate|
E0426297|methylene dimethane sulphonate|methylene dimethanesulfonate|
E0426297|methylene dimethanesulphonate|methylene dimethanesulfonate|
E0426301|DGlc-DAG|DGlcDAG|
E0426305|dihomogamma linolenic acid|dihomogamma-linolenic acid|
E0426471|dihydroxyboryl cellulose|dihydroxyboryl-cellulose|
E0426511|diisopropyl phosphorofluoridase|di-isopropyl phosphorofluoridase|
E0426548|extra-dimensional shift|extradimensional shift|
E0426550|ethane dimethane sulphonate|ethane dimethane sulfonate|
E0426552|energy dispersive spectrometry|energy-dispersive spectrometry|
E0426554|oedema disease|edema disease|
E0426744|dipeptidylpeptidase|dipeptidyl peptidase|
E0426749|dipeptidyl-peptidase IV|dipeptidyl peptidase IV|
E0426750|DPP-IV|DPP IV|
E0426751|dipeptidyl-amino-peptidase I|dipeptidyl aminopeptidase I|
E0426753|peptidyl-dipeptidase A|peptidyl dipeptidase A|
E0426754|peptidyl-dipeptidase B|peptidyl dipeptidase B|
E0426757|dipeptidyl amino-peptidase IV|dipeptidyl aminopeptidase IV|
E0426763|dipeptidyl-amino-peptidase II|dipeptidyl aminopeptidase II|
E0426764|dipeptidyl-amino-peptidase III|dipeptidyl aminopeptidase III|
E0426834|nucleoside-diphosphosugar|nucleoside diphosphosugar|
E0426849|diethylstilboestrol dipropionate|diethylstilbestrol dipropionate|
E0426851|oestradiol dipropionate|estradiol dipropionate|
E0426854|stilboestrol dipropionate|stilbestrol dipropionate|
E0426874|disialo-transferrin|disialotransferrin|
E0426881|distal-most|distalmost|
E0426888|disulphated|disulfated|
E0426914|double-sex|doublesex|
E0426928|downregulated in adenoma|downregulated-in-adenoma|
E0426929|dialysis related amyloidosis|dialysis-related amyloidosis|
E0426930|dopamine receptor antagonist|dopamine-receptor antagonist|
E0426946|DLG|Dlg|
E0426946|dlg|Dlg|
E0426950|dolicho-ectatic|dolichoectatic|
E0426959|diphenyleneiodonium|diphenylene iodonium|
E0427011|farm worker|farmworker|
E0427026|detrusor sphincter dyssynergia|detrusor-sphincter dyssynergia|
E0427035|DSX|dsx|
E0427059|diffusion weighted|diffusion-weighted|
E0427061|deionised water|deionized water|
E0427070|dyn A|dyn-A|
E0427071|dynorphin A|dynorphin-A|
E0427072|dyn B|dyn-B|
E0427073|dynorphin B|dynorphin-B|
E0427076|dysembryoplastic neuroepithelial tumour|dysembryoplastic neuroepithelial tumor|
E0427079|DNT|dnt|
E0427108|ecogeography|eco-geography|
E0427109|eco-epidemiological|ecoepidemiological|
E0427110|eco-epidemiology|ecoepidemiology|
E0427111|Eco RI|EcoRI|
E0427111|Eco-RI|EcoRI|
E0427113|Eco RV|EcoRV|
E0427115|eco-toxicology|ecotoxicology|
E0427116|ecto-apyrase|ectoapyrase|
E0427117|ecto-ATPase|ectoATPase|
E0427122|ecto-nucleotidase|ectonucleotidase|
E0427123|ecto-protein kinase|ectoprotein kinase|
E0427124|ecto-protein|ectoprotein|
E0427127|ecto-protease|ectoprotease|
E0427130|oedemic|edemic|
E0427140|echogenic foetal lung|echogenic fetal lung|
E0427141|early foetal loss|early fetal loss|
E0427145|EGR-1|Egr-1|
E0427145|egr-1|Egr-1|
E0427148|EGR-2|Egr-2|
E0427148|egr-2|Egr-2|
E0427150|EGR-3|Egr-3|
E0427150|egr-3|Egr-3|
E0427162|eigen analysis|eigenanalysis|
E0427163|eigen value|eigenvalue|
E0427163|eigen-value|eigenvalue|
E0427170|electro-clinical|electroclinical|
E0427172|electro-fulguration|electrofulguration|
E0427174|electro-gustometry|electrogustometry|
E0427175|electro-inject|electroinject|
E0427176|electro-injection|electroinjection|
E0427177|electro-mobility shift assay|electromobility shift assay|
E0427179|electro-myographical|electromyographical|
E0427180|electron-dense|electrondense|
E0427181|electron-density|electrondensity|
E0427182|electron-lucent|electronlucent|
E0427183|electron-lucency|electronlucency|
E0427185|electro-optical|electrooptical|
E0427186|electropermeabilised|electropermeabilized|
E0427274|extra-mammary Paget's disease|extramammary Paget's disease|
E0427277|estramustine-phosphate|estramustine phosphate|
E0427277|estramustinphosphate|estramustine phosphate|
E0427290|emv|Emv|
E0427292|ecotropic murine leucaemia virus|ecotropic murine leukemia virus|
E0427292|ecotropic murine leucemia virus|ecotropic murine leukemia virus|
E0427292|ecotropic murine leukaemia virus|ecotropic murine leukemia virus|
E0427298|encephalo-cranio-cutaneous lipomatosis|encephalocraniocutaneous lipomatosis|
E0427299|endo-anal|endoanal|
E0427300|endo-cavitary|endocavitary|
E0427301|endocrino-metabolic|endocrinometabolic|
E0427302|endocrino-therapy|endocrinotherapy|
E0427303|neuro-endocrino-immunological|neuroendocrinoimmunological|
E0427306|endo-loop|endoloop|
E0427317|endo-urological|endourological|
E0427318|endo-urology|endourology|
E0427337|entero-invasive|enteroinvasive|
E0427338|entero-invasiveness|enteroinvasiveness|
E0427349|epi-aortic|epiaortic|
E0427364|epimetaphysial|epimetaphyseal|
E0427374|epithelio-mesenchymal|epitheliomesenchymal|
E0427375|epithelio-reticular|epithelioreticular|
E0427376|epitheliostromal|epithelio-stromal|
E0427398|equi-anaesthetic|equianesthetic|
E0427398|equi-anesthetic|equianesthetic|
E0427398|equianaesthetic|equianesthetic|
E0427421|erythemato-papular|erythematopapular|
E0427422|erythemato-squamous|erythematosquamous|
E0427423|erythemato-bullous|erythematobullous|
E0427424|erythemato-telangiectatic|erythematotelangiectatic|
E0427425|erythemato-telangiectatic rosacea|erythematotelangiectatic rosacea|
E0427440|erythro-megakaryocytic|erythromegakaryocytic|
E0427444|esophago-cardia|esophagocardia|
E0427444|oesophago-cardia|esophagocardia|
E0427444|oesophagocardia|esophagocardia|
E0427445|esophago-pleural|esophagopleural|
E0427445|oesophago-pleural|esophagopleural|
E0427445|oesophagopleural|esophagopleural|
E0427446|esophago-pleural fistula|esophagopleural fistula|
E0427446|oesophago-pleural fistula|esophagopleural fistula|
E0427446|oesophagopleural fistula|esophagopleural fistula|
E0427515|ethicolegal|ethico-legal|
E0427518|ethno-cultural|ethnocultural|
E0427971|first-hand|firsthand|
E0427972|first-hand|firsthand|
